a[m],e[prop],i[rad],r[rad],o[rad],t[rad]
7.143565744e+06,2.650050000e-03,1.725301599e+00,1.400364925e-01,2.064218360e+00,4.225712645e+00
7.106449016e+06,1.046230000e-02,1.725168954e+00,2.456725455e-01,2.770858541e+00,3.522072685e+00
7.117868983e+06,3.424830000e-03,1.720985400e+00,2.490539464e+00,4.110974700e+00,2.168637918e+00
7.076005534e+06,5.597140000e-03,1.727362833e+00,4.996706606e+00,2.987947829e+00,5.941776216e+00
7.149610542e+06,2.020280000e-03,1.724816397e+00,2.661824331e+00,2.778986539e+00,4.032084073e+00
7.063293059e+06,1.871872000e-02,1.711794496e+00,1.248304860e+00,5.967343544e+00,1.421504353e+00
7.044723698e+06,4.300100000e-03,1.733529081e+00,3.628696595e+00,5.140937125e-01,6.198646794e+00
7.185536049e+06,1.127722000e-02,1.724453369e+00,2.289796929e+00,3.069894528e-01,1.524824354e-01
7.215486981e+06,1.715260000e-02,1.712803296e+00,4.080108552e-01,6.014376677e+00,2.910884561e+00
7.250118767e+06,1.405650000e-02,1.724816397e+00,8.002020461e-01,8.091887464e-01,2.024552262e+00
7.236567350e+06,1.100383000e-02,1.724818143e+00,1.887643399e+00,9.519444619e-01,5.753226552e+00
7.154015119e+06,1.965600000e-03,1.724774509e+00,2.599809293e+00,3.056005198e+00,4.175859060e+00
7.193740850e+06,1.179680000e-02,1.721737636e+00,1.706966915e+00,3.034696473e+00,4.332470945e+00
7.211699561e+06,6.293730000e-03,1.722153025e+00,1.481500046e+00,4.877877609e+00,1.824839471e+00
7.199125836e+06,7.452680000e-03,1.726380212e+00,2.467293424e+00,3.327372480e+00,3.483478219e+00
7.283226885e+06,1.592871000e-02,1.718754869e+00,4.610070798e+00,5.728259617e+00,3.270780179e+00
7.223320834e+06,8.068020000e-03,1.728703246e+00,2.578788547e+00,9.025848054e-01,5.832635542e+00
7.085913821e+06,3.889700000e-03,1.721716693e+00,2.842139533e+00,3.756384883e+00,3.470225934e+00
7.140139473e+06,2.752100000e-03,1.726491913e+00,2.464719063e+00,2.636071998e+00,4.775562918e+00
7.217314665e+06,4.362150000e-03,1.724071142e+00,1.737829572e+00,1.532659137e+00,5.285300289e+00
7.198705313e+06,4.635250000e-03,1.729933703e+00,1.720749780e+00,1.670013059e+00,4.882546365e+00
7.547438954e+06,4.331908000e-02,1.735199361e+00,2.348883306e+00,1.863217516e+00,5.030677695e+00
7.157349478e+06,1.641517000e-02,1.714302534e+00,1.226931558e+00,5.062673071e+00,1.653509225e+00
7.138787576e+06,2.240374000e-02,1.716252067e+00,1.297875701e+00,7.496834909e-01,6.067960030e+00
7.217351134e+06,1.407350000e-02,1.718569864e+00,1.228093947e+00,9.953350925e-01,5.760823970e+00
6.744374869e+06,3.424100000e-03,1.716056590e+00,3.512628709e+00,4.496718645e+00,1.781970694e+00
7.090800507e+06,9.873420000e-03,1.785874996e+00,1.918069724e+00,4.003485107e+00,2.266718441e+00
7.294592207e+06,1.798850000e-02,1.720465291e+00,4.265923286e+00,2.705068354e-01,1.835245124e+00
7.343417124e+06,1.842650000e-02,1.732673870e+00,1.627975058e+00,5.334581405e-01,5.770213841e+00
7.660977193e+06,5.953050000e-02,1.784705625e+00,2.741704561e+00,2.060329766e+00,4.332116643e+00
6.958034769e+06,1.246450000e-02,1.724064160e+00,5.824802504e+00,3.876533348e+00,2.391971995e+00
7.249345781e+06,9.934000000e-03,1.731928614e+00,1.949075498e+00,5.486072494e+00,1.130390415e+00
7.182971643e+06,6.324600000e-03,1.729034858e+00,2.655630158e+00,4.650988297e+00,2.133952990e+00
7.183495518e+06,4.157900000e-03,1.729450246e+00,9.225391547e-01,6.207410092e+00,2.819958143e+00
7.216313704e+06,9.720400000e-04,1.731415487e+00,4.610105705e+00,1.141450567e+00,8.752826199e-03
7.200981999e+06,1.114355000e-02,1.728139504e+00,1.863090107e+00,1.907365620e-01,3.266174256e-01
7.194677210e+06,6.158150000e-03,1.726437808e+00,2.438333175e+00,6.391552800e-01,6.168471797e+00
7.241814363e+06,7.112200000e-03,1.723666225e+00,1.090001751e+00,2.464776659e+00,3.179675738e-01
7.225621734e+06,1.248724000e-02,1.727968462e+00,2.113750804e+00,5.940011688e+00,8.546336295e-01
7.243680318e+06,9.951900000e-03,1.718529721e+00,4.952015705e+00,3.967845484e+00,4.581285083e+00
7.226298800e+06,7.677420000e-03,1.732120600e+00,1.280549818e+00,5.657332927e+00,1.566809995e+00
7.154259116e+06,1.718134000e-02,1.717540120e+00,1.407667383e+00,4.164901883e+00,2.090841612e+00
7.398850457e+06,4.940852000e-02,1.719217381e+00,5.002190431e+00,4.237915987e+00,4.806401141e+00
7.127818552e+06,9.182000000e-04,1.725312071e+00,2.896923672e+00,1.828532588e+00,4.965966122e+00
6.890819048e+06,6.509600000e-03,1.723022199e+00,4.241427590e+00,3.783264698e+00,2.494258761e+00
7.074824712e+06,1.347240000e-02,1.727792184e+00,3.499798793e+00,4.075378710e-01,5.888281875e+00
7.176170584e+06,2.413270000e-02,1.718728689e+00,6.219725136e-01,4.446453162e+00,4.581594006e+00
7.295022180e+06,2.006820000e-02,1.733323132e+00,4.048802581e+00,9.391250186e-01,5.378157041e+00
7.418112684e+06,2.913190000e-02,1.720924313e+00,5.148860920e+00,2.113967225e+00,4.221696643e+00
7.450334537e+06,3.059289000e-02,1.737264086e+00,2.417328138e+00,1.469530578e+00,4.876350446e+00
7.520337692e+06,4.100722000e-02,1.746285692e+00,1.762733675e+00,9.569238863e-01,5.880284776e+00
7.225175217e+06,1.445879000e-02,1.714463104e+00,4.940402285e+00,3.042126340e-01,2.353127947e+00
7.371229409e+06,2.328581000e-02,1.718946855e+00,5.801081735e+00,5.141600350e-01,5.793536676e+00
7.146850441e+06,9.792580000e-03,1.717170110e+00,1.669545311e+00,4.903794003e+00,1.839952277e+00
7.054819275e+06,2.833300000e-03,1.785665556e+00,4.882494005e+00,8.600982554e-02,6.199725408e+00
7.085180851e+06,7.891560000e-03,1.724956024e+00,3.318942540e+00,5.101264046e+00,2.226589831e+00
7.084788625e+06,1.169680000e-02,1.725935153e+00,7.768966646e-01,9.605820964e-01,5.343746129e+00
7.159281353e+06,5.414120000e-03,1.725701279e+00,2.952269808e+00,3.619483001e+00,5.757663179e+00
7.191896682e+06,1.751500000e-03,1.722404352e+00,1.823750386e+00,4.000525029e+00,2.282065121e+00
7.247737448e+06,2.897000000e-03,1.724032744e+00,1.501634165e+00,2.220596370e+00,4.254833464e+00
7.258771626e+06,7.193330000e-03,1.724971732e+00,1.161376991e+00,3.318570785e+00,3.398089731e+00
7.559645732e+06,4.719496000e-02,1.727814873e+00,4.560386510e+00,3.416009027e+00,2.842787050e+00
6.980738052e+06,8.976190000e-03,1.726193462e+00,4.956412190e+00,5.104018175e+00,3.862087258e+00
7.143654326e+06,9.580900000e-03,1.726135866e+00,4.625965512e+00,6.767165109e-02,1.958261166e+00
7.177871973e+06,6.662800000e-03,1.739759906e+00,5.623028480e+00,2.311847419e+00,4.067961061e-01
7.273857409e+06,2.856120000e-02,1.718805483e+00,3.044730371e+00,9.417953723e-01,5.388988554e+00
7.261546451e+06,1.297660000e-02,1.728832400e+00,5.478436678e+00,1.653168886e+00,4.893733926e+00
7.081094132e+06,1.140400000e-03,1.725010129e+00,3.408008437e+00,6.651903565e-01,5.621487355e+00
7.020506792e+06,1.919900000e-03,1.730022714e+00,2.848989950e+00,4.767609453e+00,1.513846233e+00
7.199186184e+06,4.280750000e-03,1.723498674e+00,1.955107356e+00,1.166092871e+00,5.575099994e+00
7.266853442e+06,6.972500000e-03,1.724191569e+00,8.720328168e-01,6.418971923e-01,2.049456365e+00
7.233547190e+06,6.556600000e-03,1.726345306e+00,2.160906110e+00,5.286305598e-01,5.763167947e+00
7.528988945e+06,4.233247000e-02,1.736024902e+00,3.384966600e+00,1.746516076e+00,4.622453909e+00
7.213195547e+06,1.154790000e-02,1.722116373e+00,8.962038816e-01,6.959849458e-02,2.639995499e+00
7.232791045e+06,5.864200000e-03,1.723125173e+00,1.040287793e+00,4.673242991e+00,4.303259369e+00
7.191255322e+06,5.853000000e-03,1.723592921e+00,2.209511784e+00,1.033182557e+00,1.675690615e-02
7.251201897e+06,2.006439000e-02,1.724327705e+00,1.200049996e+00,4.813895584e+00,1.890860041e+00
7.235815556e+06,1.385480000e-02,1.718349952e+00,4.949703144e+00,2.676406557e+00,4.139449747e+00
7.230502344e+06,6.510690000e-03,1.731542896e+00,1.912996052e+00,5.926380667e+00,8.648909295e-01
7.240958254e+06,1.087420000e-02,1.724081614e+00,8.421300907e-01,6.023393048e+00,2.946806928e+00
7.079487889e+06,1.594100000e-03,1.726929991e+00,4.099689401e+00,5.620239444e+00,1.112465884e+00
7.013619829e+06,9.062000000e-04,1.723268290e+00,3.562587013e+00,3.873267837e+00,2.410816314e+00
7.222444219e+06,3.499700000e-03,1.722760399e+00,1.571829562e+00,1.366069206e-01,9.597635370e-01
7.234857389e+06,2.177400000e-03,1.723072813e+00,1.456470279e+00,5.702653891e-01,5.386103525e-01
7.240946770e+06,2.296600000e-03,1.723758728e+00,1.518539424e+00,1.547042396e+00,5.081339367e+00
7.222462295e+06,8.828800000e-03,1.731713938e+00,1.730673722e+00,1.257527179e+00,6.094209782e+00
7.348866967e+06,2.209660000e-02,1.733211431e+00,3.867427966e+00,2.736201538e+00,3.566749623e+00
7.134663366e+06,5.290430000e-03,1.730731318e+00,2.709880227e+00,4.474448243e-01,7.566700439e-02
7.233101621e+06,3.029600000e-03,1.723722076e+00,1.584371498e+00,1.406688253e+00,1.481739156e+00
7.253501436e+06,5.182760000e-03,1.724406245e+00,1.408063573e+00,4.589770874e+00,2.829220605e+00
7.212246106e+06,1.945710000e-02,1.730434612e+00,4.833541010e+00,1.963111436e+00,4.358301818e+00
7.154809333e+06,2.492280000e-02,1.717719889e+00,9.661043182e-01,1.264969263e+00,1.382518934e+00
6.933075731e+06,3.275700000e-03,1.726982351e+00,1.084861756e-01,5.250318654e+00,1.029374249e+00
7.203398928e+06,3.024670000e-02,1.720924313e+00,1.207526987e+00,2.336713125e+00,3.992880487e+00
7.241952217e+06,3.276729000e-02,1.717238178e+00,6.258881597e+00,7.185101651e-01,5.609001269e+00
6.918488472e+06,2.152100000e-04,1.728293093e+00,6.009261117e+00,6.252193496e+00,2.275520136e+00
7.326482125e+06,1.819017000e-02,1.717480778e+00,1.298881011e+00,1.392196784e-01,7.995405663e-01
7.190788058e+06,2.100810000e-02,1.717292283e+00,1.587739983e+00,2.684496158e+00,3.875299401e+00
7.076323908e+06,2.095650000e-02,1.712096438e+00,1.174493140e+00,4.746382758e+00,1.986470923e+00
7.173353228e+06,1.338500000e-03,1.722624264e+00,2.128076466e+00,5.754673430e+00,7.232400074e-01
7.230692422e+06,1.136425000e-02,1.720350100e+00,5.746550667e+00,3.797869614e+00,2.473424765e+00
6.776435465e+06,2.400600000e-03,1.729197174e+00,1.143682843e+00,1.697322226e+00,5.121946197e+00
6.837692216e+06,5.166300000e-03,1.715588842e+00,3.265123567e+00,4.725990331e+00,1.549028580e+00
7.501564276e+06,3.809090000e-02,1.721482818e+00,1.842165355e+00,1.350083735e+00,5.008906458e+00
7.132229597e+06,2.140000000e-02,1.715492848e+00,1.399675520e+00,3.466689897e+00,2.804751089e+00
7.257056906e+06,1.355455000e-02,1.722643462e+00,6.268643224e+00,1.786049529e+00,5.046788829e+00
7.161355213e+06,7.413300000e-03,1.762721458e+00,1.541190307e+00,3.181314602e+00,5.272550658e+00
7.527141751e+06,4.033240000e-02,1.724882720e+00,3.976348728e+00,5.030353064e+00,1.700823356e+00
7.050252407e+06,1.646500000e-03,1.725751894e+00,2.526475793e+00,1.204826963e+00,5.083528010e+00
7.124814014e+06,4.993250000e-03,1.726600124e+00,3.167545700e-01,1.433815906e+00,4.861330143e+00
7.034234583e+06,2.505500000e-03,1.733824042e+00,6.028976356e+00,4.231638038e-01,5.864168406e+00
7.063961306e+06,3.923000000e-04,1.732167724e+00,2.856332550e+00,5.117045313e+00,2.137019533e+00
7.194353239e+06,2.525600000e-03,1.730996608e+00,4.110311475e+00,3.934509695e+00,2.799358022e+00
7.050998317e+06,1.507800000e-03,1.724805925e+00,3.418932453e+00,4.954242745e+00,1.841023910e+00
7.256011038e+06,1.313400000e-02,1.717742578e+00,4.860075251e+00,9.776357085e-01,5.704182800e+00
7.235764072e+06,1.181680000e-02,1.733131146e+00,7.794622986e-01,4.450174204e+00,4.633817748e+00
7.156946173e+06,6.441000000e-03,1.728146486e+00,3.040885410e+00,1.292355225e+00,5.005258720e+00
7.220233587e+06,7.996000000e-03,1.728725935e+00,2.284569668e+00,4.450200384e+00,4.703068922e+00
7.007209244e+06,1.314680000e-02,1.726996314e+00,3.229033649e-02,4.510957041e+00,4.489013016e+00
7.238008681e+06,4.826320000e-03,1.721739382e+00,1.339541946e+00,3.222724284e+00,3.061735114e+00
7.076181639e+06,2.953200000e-03,1.727741569e+00,6.231987819e+00,5.616832561e+00,3.480409931e+00
7.105768289e+06,3.301780000e-03,1.721519470e+00,2.715290748e+00,4.588660844e+00,2.207928770e+00
7.169147370e+06,4.758200000e-03,1.724455114e+00,2.712259111e+00,5.558934754e+00,1.175472270e+00
7.222637826e+06,6.919370000e-03,1.731329966e+00,1.769425268e+00,6.077922370e+00,2.384950535e+00
7.244928131e+06,9.233000000e-04,1.723973403e+00,1.578728848e+00,1.145089578e+00,6.191667223e+00
7.212018348e+06,3.369660000e-03,1.732139799e+00,6.009463575e+00,4.520697723e+00,1.757918312e+00
7.114396926e+06,3.169030000e-03,1.728263423e+00,4.143432588e+00,4.056567551e+00,2.223669895e+00
7.137387799e+06,1.860220000e-03,1.724933334e+00,2.774094381e+00,2.400183769e+00,2.950164941e-01
7.315305663e+06,1.814374000e-02,1.717941545e+00,1.475288419e+00,5.142944254e-01,5.788511873e+00
6.979014091e+06,1.352100000e-02,1.712756172e+00,2.756407214e+00,1.682785378e+00,5.713658192e+00
7.199393970e+06,1.437784000e-02,1.736462979e+00,4.189497063e+00,3.515710960e+00,2.758948414e+00
7.193804958e+06,3.293750000e-03,1.728650886e+00,2.047972835e+00,1.203116540e+00,5.612849720e+00
7.547576459e+06,6.535764000e-02,1.733150344e+00,5.737331838e+00,5.618045565e+00,5.893208939e-01
7.227826691e+06,6.974400000e-03,1.731605728e+00,5.769482548e-01,6.274230023e+00,2.634740312e+00
7.262771238e+06,6.023500000e-03,1.724952533e+00,7.119721618e-01,5.283040087e+00,3.698830905e+00
7.227929504e+06,7.686320000e-03,1.730013988e+00,2.331742427e+00,7.843387485e-01,6.004231078e+00
7.261124244e+06,1.199530000e-02,1.721587538e+00,6.148999158e+00,5.823994417e+00,2.702350877e+00
7.217543473e+06,3.834360000e-03,1.722632990e+00,1.777795867e+00,3.846723125e+00,2.944218604e+00
7.286609627e+06,1.284400000e-02,1.732131072e+00,2.171233223e+00,3.395113945e+00,3.101675228e+00
7.259826857e+06,5.076480000e-03,1.726278983e+00,1.847778334e+00,5.321850974e+00,1.389505487e+00
6.891221905e+06,1.077500000e-03,1.726743241e+00,4.077319516e+00,3.900985411e-02,6.246400748e+00
7.176434448e+06,4.951540000e-03,1.723455040e+00,2.398356409e+00,5.577396847e+00,1.221772364e+00
7.362436045e+06,4.707410000e-02,1.715135056e+00,4.116702871e+00,3.681522475e+00,2.553893171e+00
7.140968774e+06,6.368000000e-03,1.714740612e+00,1.752307078e+00,6.124138688e+00,6.655900369e-01
7.185341957e+06,7.518100000e-03,1.729280950e+00,3.952978770e-01,3.754011235e-01,2.434756996e+00
7.342613980e+06,1.710970000e-02,1.734351131e+00,1.898078723e+00,4.376973350e+00,4.579098185e+00
7.425469226e+06,3.232890000e-02,1.738948328e+00,1.749214355e+00,6.017239017e+00,2.512453818e-01
7.269528767e+06,1.383821000e-02,1.735197616e+00,1.269718304e+00,4.769094728e-01,4.043927877e-03
7.388450545e+06,2.352577000e-02,1.737017994e+00,1.717744323e+00,1.521007319e+00,4.811120511e+00
7.023980620e+06,1.407240000e-02,1.728446682e+00,4.568600030e+00,4.434087505e+00,2.353618384e+00
7.158382347e+06,1.745000000e-03,1.722509072e+00,2.319041666e+00,1.941207554e+00,4.821791454e+00
7.230905972e+06,1.093460000e-02,1.722934932e+00,7.612358252e-01,4.480413779e+00,4.470889517e+00
7.262166236e+06,1.012967000e-02,1.730705138e+00,6.101060200e+00,4.160179022e+00,2.636508331e+00
7.307939885e+06,1.397663000e-02,1.723383482e+00,1.152699214e+00,6.261857384e-01,4.622364898e-01
7.225919335e+06,2.872900000e-03,1.722557941e+00,7.404646618e-01,5.658263187e+00,6.236061417e-01
6.982081551e+06,1.300667000e-02,1.728863816e+00,5.840587262e-01,1.216600954e+00,5.093003402e+00
7.119403754e+06,8.711550000e-03,1.717035719e+00,1.870570588e+00,4.643640461e+00,2.147025506e+00
7.224070075e+06,8.452740000e-03,1.726116668e+00,2.018221953e+00,5.946242514e+00,8.406779768e-01
7.108932188e+06,2.205000000e-04,1.733314405e+00,3.247314228e+00,1.642632333e+00,4.643069738e+00
7.190428774e+06,8.520100000e-03,1.719754942e+00,1.492752184e+00,5.105899640e+00,1.163635447e+00
7.224053667e+06,3.356200000e-03,1.722765635e+00,1.715964087e+00,4.486196055e+00,2.780360113e+00
7.258711873e+06,7.081840000e-03,1.723783162e+00,1.331344135e+00,1.741323721e+00,5.080506845e+00
7.204703579e+06,1.179310000e-02,1.730493953e+00,8.167285688e-01,1.484618950e+00,1.304125725e+00
7.264615419e+06,8.088000000e-03,1.725718733e+00,9.821788006e-01,4.485363533e+00,4.506763015e+00
7.335479700e+06,1.980025000e-02,1.783359976e+00,3.214360666e+00,1.956566451e+00,1.148927557e+00
7.180638569e+06,2.591070000e-03,1.728970281e+00,5.520994787e+00,4.966634583e+00,1.313594136e+00
7.179123214e+06,2.878600000e-03,1.734934071e+00,2.075316908e+00,3.806742868e+00,2.998596083e+00
7.229891391e+06,8.231000000e-04,1.722446240e+00,1.237949821e+00,3.312460387e-02,2.601828638e+00
7.209457252e+06,8.416700000e-03,1.730499189e+00,6.809244997e-01,1.115366621e+00,5.184933385e+00
7.289329959e+06,2.237660000e-02,1.793262975e+00,5.846149626e+00,4.796180492e+00,3.567252278e+00
7.260112771e+06,6.754500000e-03,1.724882720e+00,1.834189200e+00,1.454831415e+00,1.205430847e+00
7.219707040e+06,6.378430000e-03,1.727317454e+00,2.238479013e+00,5.645942908e+00,6.317131961e-01
6.993222188e+06,2.021630000e-03,1.725669863e+00,4.356744984e+00,3.913899102e+00,4.488738999e+00
7.199892387e+06,4.634830000e-03,1.728034784e+00,2.292634835e+00,9.655597754e-01,5.327278948e+00
7.187059139e+06,5.421540000e-03,1.725826943e+00,2.451117712e+00,5.336557118e+00,9.398981994e-01
7.064107480e+06,9.373000000e-04,1.725886284e+00,3.602619630e+00,5.410192559e+00,8.736489917e-01
7.171833799e+06,3.269100000e-03,1.728603762e+00,4.103560541e+00,2.112012456e+00,5.526899236e-01
7.020082606e+06,2.517200000e-03,1.722819741e+00,3.420970998e+00,2.099006262e+00,4.681262779e+00
7.128153786e+06,1.347900000e-03,1.725027582e+00,2.566963941e+00,1.087429136e+00,1.137752214e+00
7.145663748e+06,9.391700000e-03,1.733433088e+00,4.366813788e+00,8.476383499e-01,5.943045071e+00
7.215238352e+06,9.014130000e-03,1.727858506e+00,2.247619303e+00,3.211775833e+00,3.601497383e+00
7.238769789e+06,7.875800000e-03,1.732586603e+00,1.105861558e+00,4.296040687e-01,2.203092463e+00
7.191644391e+06,9.749400000e-03,1.719690365e+00,1.116389384e+00,4.005794178e+00,2.264566450e+00
7.183764046e+06,7.868710000e-03,1.721098846e+00,1.691733681e+00,3.439530829e+00,3.922704288e+00
7.126706149e+06,1.197600000e-03,1.725291127e+00,2.462502495e+00,8.053385501e-01,2.588951599e-01
7.258119010e+06,1.238380000e-02,1.724388792e+00,1.341978426e+00,1.328998412e-01,3.353650158e-01
7.188230568e+06,5.798720000e-03,1.723608629e+00,2.260817483e+00,6.848096026e-01,1.957290763e+00
7.406968011e+06,2.804701000e-02,1.723954205e+00,1.520717595e+00,4.062459783e+00,2.750508001e+00
7.208970501e+06,2.231400000e-03,1.720699166e+00,6.870732947e-01,4.976459042e+00,3.995013279e+00
7.220221464e+06,1.020370000e-02,1.722653934e+00,7.807346436e-01,1.895101191e+00,7.811063988e-01
7.092161306e+06,3.029360000e-03,1.722418315e+00,2.895750811e+00,4.734090404e+00,1.545122533e+00
7.226290241e+06,5.037700000e-04,1.722287415e+00,1.150697321e+00,4.822692044e+00,3.667236955e+00
7.234990662e+06,6.917170000e-03,1.725463914e+00,1.782536181e+00,4.448756997e-01,1.797652478e+00
6.947929609e+06,4.426000000e-04,1.723116447e+00,3.726525790e+00,6.269510652e+00,5.462060254e-01
7.177487029e+06,4.680700000e-03,1.728952828e+00,4.234430565e+00,1.886175577e+00,1.948311044e-01
7.272462961e+06,5.889800000e-03,1.725736186e+00,1.466560028e+00,5.730177734e-01,5.718548605e+00
7.172154541e+06,3.991840000e-03,1.726336579e+00,2.353721359e+00,4.281423555e+00,4.669391049e+00
7.218247783e+06,5.136070000e-03,1.725209096e+00,2.056200317e+00,4.295913278e+00,2.493314538e+00
7.227470787e+06,5.788430000e-03,1.724387046e+00,1.683555068e+00,2.610808357e+00,3.680319943e+00
7.119268899e+06,1.525746000e-02,1.715046044e+00,8.879484743e-01,9.065030695e-01,1.314205001e+00
7.207495215e+06,7.371500000e-03,1.727568782e+00,2.231380759e+00,1.938195116e+00,4.636072714e+00
7.212033466e+06,4.121500000e-03,1.728214553e+00,3.125535624e+00,2.734142049e+00,3.992815910e+00
7.083173519e+06,7.836000000e-04,1.732314332e+00,3.051109549e+00,5.030812085e+00,1.779586575e+00
7.253829781e+06,5.364700000e-03,1.724865267e+00,9.451237152e-01,2.408514225e+00,3.883921327e+00
7.149240975e+06,8.515000000e-03,1.727347125e+00,6.078039307e+00,1.740541814e+00,4.561517484e+00
7.278196401e+06,1.991810000e-02,1.725797272e+00,8.370197667e-01,1.634977319e+00,1.037018791e+00
7.056071427e+06,1.869130000e-03,1.725891520e+00,2.356794883e+00,1.090469499e+00,5.711628374e+00
6.835759977e+06,6.258800000e-03,1.724120011e+00,7.592688392e-01,4.935613101e+00,1.337536563e+00
7.220588182e+06,6.669600000e-03,1.724032744e+00,1.813791537e+00,7.890633548e-02,4.268324859e-01
7.238398550e+06,8.162600000e-03,1.722222838e+00,8.536667171e-01,4.405687507e+00,3.971845779e+00
7.106366284e+06,2.540490000e-03,1.721086629e+00,2.625130529e+00,4.073041714e+00,2.728097974e+00
7.217785693e+06,1.481800000e-03,1.721873772e+00,1.106805781e+00,1.354876409e+00,1.408245087e+00
7.121619724e+06,2.472000000e-03,1.726299927e+00,6.626090145e-01,1.361828055e+00,4.928267010e+00
7.159024797e+06,2.143320000e-03,1.724915881e+00,2.573250617e+00,3.226141639e+00,3.533221848e+00
7.231827885e+06,1.043972000e-02,1.732047296e+00,1.647269673e+00,2.323033234e-03,5.097949665e-01
7.087638716e+06,1.838380000e-02,1.725830434e+00,2.260133313e+00,5.767780852e+00,1.608486712e+00
7.261160458e+06,7.234940000e-03,1.724598231e+00,1.736635767e+00,1.452356538e+00,5.302641880e+00
7.375727923e+06,2.661410000e-02,1.728417012e+00,1.385623874e+00,5.325245639e+00,1.423122273e+00
7.170226238e+06,4.867600000e-03,1.724083359e+00,2.598050001e+00,5.574335539e+00,7.045824377e-01
7.253439263e+06,1.821220000e-02,1.721950567e+00,3.980490395e+00,3.682334053e+00,2.583965194e+00
7.406246005e+06,2.794999000e-02,1.723947223e+00,1.545939348e+00,3.921224249e+00,2.324125811e+00
7.062477346e+06,3.223000000e-03,1.729397887e+00,7.486118588e-01,2.565738720e-01,2.500730442e+00
7.013217337e+06,2.054000000e-04,1.733101475e+00,3.947681695e+00,4.379673374e+00,2.436247507e+00
7.208436803e+06,5.403660000e-03,1.726226623e+00,2.250012149e+00,3.638650207e+00,3.167893020e+00
7.269257023e+06,6.016900000e-03,1.724123502e+00,8.178961941e-01,7.450880390e-01,5.548251594e+00
7.196503989e+06,4.707280000e-03,1.722128590e+00,2.671907099e+00,5.934478995e+00,1.285604291e+00
7.103324948e+06,8.528300000e-03,1.729820256e+00,3.617315302e+00,6.122677848e+00,2.837739557e+00
7.232562954e+06,7.499040000e-03,1.723135645e+00,1.473536109e+00,1.441107891e+00,5.877012284e+00
7.262789015e+06,1.323670000e-02,1.723844249e+00,3.450278566e+00,4.205637868e+00,2.518501384e+00
6.997193424e+06,1.435110000e-02,1.725545945e+00,4.580981396e+00,2.185750871e+00,4.630150811e+00
7.138910047e+06,4.365200000e-03,1.728073182e+00,8.447027061e-01,5.730907281e+00,5.497699877e-01
7.011273199e+06,2.022550000e-02,1.716939726e+00,2.952248864e+00,5.359124225e+00,1.413950568e+00
7.241717084e+06,3.644700000e-03,1.724093831e+00,8.244883027e-01,2.357351643e+00,3.933041874e+00
7.229589016e+06,3.081200000e-03,1.723290980e+00,8.020695484e-01,6.038378445e+00,2.962584704e+00
7.165511370e+06,5.548500000e-03,1.733733284e+00,3.768305481e+00,3.277408940e+00,3.006343599e+00
7.180047869e+06,3.202700000e-03,1.742706022e+00,3.524879175e+00,1.587778380e-01,6.127461795e+00
7.230527984e+06,2.665510000e-03,1.723277017e+00,1.568918353e+00,7.492105067e-01,5.539640139e+00
7.221686126e+06,3.129300000e-03,1.722418315e+00,7.621224525e-01,5.028213290e+00,3.927350355e+00
7.106072488e+06,3.569550000e-03,1.728617724e+00,5.898441436e+00,5.364698807e+00,9.148963579e-01
7.065452884e+06,2.161697000e-02,1.710811875e+00,1.174344787e+00,2.545590639e+00,3.764345329e+00
7.095299180e+06,1.468133000e-02,1.724926353e+00,2.350014279e+00,4.545062520e+00,1.711209810e+00
7.352984211e+06,1.941270000e-02,1.717142185e+00,8.988306021e-01,1.282764640e+00,1.331663530e+00
7.129911613e+06,5.414500000e-03,1.733562242e+00,4.148530695e+00,2.222362643e+00,4.462998884e-01
7.211255199e+06,6.545700000e-03,1.723252582e+00,3.811003216e+00,2.135726244e+00,4.569277218e+00
7.153015941e+06,4.315300000e-03,1.728879524e+00,4.501319333e+00,2.132439789e+00,4.160135389e+00
7.205746223e+06,5.118100000e-03,1.728563619e+00,2.096372560e+00,2.811573581e+00,6.146880329e+00
7.213951760e+06,1.113140000e-02,1.717313227e+00,4.887600839e+00,6.110451816e+00,1.204282420e+00
7.236045617e+06,5.690100000e-03,1.723174042e+00,1.311787720e+00,5.250072563e-01,5.765890661e+00
7.107072407e+06,8.281800000e-03,1.713979648e+00,4.225206500e+00,2.573348356e-01,2.585268955e-01
7.089652385e+06,4.211300000e-03,1.727423919e+00,9.379573933e-01,1.323237080e+00,4.970189819e+00
7.210562217e+06,2.894800000e-03,1.724167135e+00,2.030350245e+00,4.535393396e+00,2.034748475e+00
7.101260919e+06,3.448800000e-03,1.726439553e+00,1.974555560e+00,3.030167343e+00,3.255878558e+00
7.183121315e+06,3.670890000e-03,1.726073034e+00,2.334107349e+00,5.916582388e+00,3.660269601e-01
7.120976656e+06,4.783790000e-03,1.727039947e+00,2.665372586e+00,5.328429120e+00,1.470223474e+00
7.881256066e+06,8.710840000e-02,1.730136161e+00,4.073481537e+00,1.696465269e+00,5.247466786e+00
7.173803748e+06,5.117650000e-03,1.708242751e+00,5.564259754e+00,2.392671872e+00,6.171979909e+00
7.233530404e+06,1.360944000e-02,1.714906418e+00,5.086070955e+00,9.827949018e-02,2.637283257e+00
7.136954015e+06,4.215030000e-03,1.731055949e+00,2.037038347e+00,3.039841704e+00,3.719624758e+00
