a[m],e[prop],i[rad],r[rad],o[rad],t[rad]
7.132112317e+06,1.472640000e-02,1.291838607e+00,5.146452365e-02,2.184129461e+00,4.125338760e+00
6.939185692e+06,8.085720000e-03,1.291533175e+00,2.990143453e+00,4.817504925e+00,1.451679351e+00
7.105857678e+06,6.482280000e-03,1.291437181e+00,5.445774587e+00,1.364850966e+00,4.933031759e+00
7.010253145e+06,8.668200000e-03,1.291526193e+00,3.786189870e+00,3.378339585e+00,2.902833357e+00
7.151516487e+06,2.258000000e-03,1.291993941e+00,2.464958173e+00,4.391082592e+00,1.889828551e+00
7.039432541e+06,6.386700000e-03,1.292603061e+00,4.265417140e+00,4.615420232e+00,1.657092386e+00
7.068308664e+06,1.805170000e-03,1.291943327e+00,6.237108615e-01,1.932973091e+00,4.355627973e+00
7.137262214e+06,2.351800000e-03,1.292184182e+00,2.467235828e+00,3.677270853e+00,2.605532227e+00
7.117516267e+06,1.874400000e-03,1.292180692e+00,1.898581378e+00,3.093439020e+00,3.191954129e+00
7.007421032e+06,6.225100000e-03,1.291590770e+00,6.095693312e+00,2.130645591e+00,4.893152731e-01
7.403346657e+06,3.497120000e-02,1.290716360e+00,2.582244299e+00,1.953658733e+00,7.404384819e-01
7.013738059e+06,6.433190000e-03,1.291671056e+00,1.231413563e+00,3.214657372e+00,3.534036917e+00
7.057523401e+06,6.073430000e-03,1.292346498e+00,2.942651299e+00,4.533065126e+00,1.740201475e+00
6.948116864e+06,1.725900000e-03,1.291650112e+00,2.564358165e+00,4.840138355e+00,2.570320209e+00
7.081258539e+06,4.462200000e-03,1.291976488e+00,6.047242972e+00,1.538238955e+00,4.755894803e+00
7.066887761e+06,7.194700000e-03,1.291845588e+00,2.808493075e+00,5.134257750e+00,4.254154531e+00
7.149448874e+06,2.697200000e-03,1.291932855e+00,3.052025847e+00,4.357617649e+00,1.922520314e+00
7.017640247e+06,1.199791000e-02,1.290409182e+00,4.075293189e+00,1.661513305e+00,4.647640756e+00
7.395963249e+06,3.691000000e-02,1.290782683e+00,5.286522019e+00,3.757765438e+00,2.483819946e+00
6.984251190e+06,2.264800000e-04,1.291618696e+00,5.146272596e+00,6.117450587e+00,2.793486734e+00
7.013095203e+06,9.267400000e-03,1.292463435e+00,5.248803709e+00,6.074618462e+00,2.067761378e-01
6.950258176e+06,4.157000000e-04,1.291768794e+00,5.312253408e+00,4.538260972e+00,1.746175737e+00
7.139429553e+06,8.242970000e-03,1.291678037e+00,1.518263662e+00,3.257013022e+00,3.219708355e+00
7.172846505e+06,1.122979000e-02,1.296107682e+00,4.967074406e+00,2.561340490e-01,6.034667875e+00
7.020740052e+06,3.198500000e-03,1.290485977e+00,1.447993215e+00,3.917316457e+00,4.454823761e+00
6.870332397e+06,2.042600000e-03,1.290985141e+00,4.427936964e+00,7.812163545e-01,5.506930924e+00
7.035035390e+06,5.802410000e-03,1.292283666e+00,1.768379815e+00,3.347396643e+00,4.053570821e+00
6.962207149e+06,4.072280000e-03,1.291520957e+00,6.123283477e+00,2.364067670e+00,3.926919258e+00
6.908398907e+06,3.046000000e-04,1.291540156e+00,4.176770122e+00,5.502358161e+00,2.810011512e+00
7.271197519e+06,2.057899000e-02,1.291967761e+00,3.961752540e+00,6.091188617e+00,1.861760166e-01
6.884559278e+06,9.073700000e-04,1.292343007e+00,2.024079277e+00,5.099085875e+00,1.698734197e+00
7.065491557e+06,1.361462000e-02,1.290383003e+00,2.574241964e+00,4.378889722e+00,1.880531183e+00
7.075044937e+06,6.776910000e-03,1.292247014e+00,3.384671640e+00,5.249515803e+00,1.024077175e+00
7.198805254e+06,1.025213000e-02,1.291714689e+00,1.911720216e+00,4.017974831e+00,4.418786203e+00
7.129922962e+06,3.028450000e-03,1.291877004e+00,2.045613150e+00,3.825231140e+00,3.680056398e+00
7.130688463e+06,1.644100000e-03,1.292089935e+00,1.989176183e+00,3.349471839e+00,2.935057371e+00
6.905788985e+06,1.278730000e-03,1.290409182e+00,5.458040761e+00,2.558924955e+00,5.845973348e+00
7.132790944e+06,2.316600000e-03,1.292514050e+00,2.369710320e+00,3.269094191e+00,3.560750927e+00
7.104396342e+06,1.598730000e-03,1.292299374e+00,1.633471100e+00,2.468183542e+00,5.877186817e+00
7.073601419e+06,4.379200000e-03,1.290540082e+00,5.759811679e+00,4.652594000e-01,5.823863517e+00
7.544581407e+06,5.379230000e-02,1.283419139e+00,6.681923228e-01,4.756647040e+00,1.421198921e+00
7.542346900e+06,5.530520000e-02,1.291501759e+00,5.720592385e+00,5.024244411e+00,1.156896731e+00
7.064055058e+06,8.690960000e-03,1.292062009e+00,2.996566265e+00,4.723536398e+00,4.680103880e+00
7.043792874e+06,1.647000000e-03,1.292290647e+00,4.789115400e+00,6.227348734e+00,6.003443935e-01
6.947586676e+06,6.564400000e-04,1.291119531e+00,8.382641864e-02,2.738377963e+00,3.973154776e-01
6.998435155e+06,5.250440000e-03,1.291791483e+00,1.274963019e-02,2.110363120e+00,5.273829985e+00
6.952900597e+06,1.175414000e-02,1.290288755e+00,5.839445817e+00,3.550483155e+00,2.725383987e+00
7.012681048e+06,5.937230000e-03,1.292253995e+00,6.317690466e-01,2.097491316e+00,4.198043940e+00
7.097170339e+06,3.191180000e-03,1.291770539e+00,4.842326998e+00,2.043370402e+00,4.247536242e+00
7.042416652e+06,7.268000000e-04,1.292306355e+00,9.059131482e-02,8.748986474e-02,2.603519863e+00
7.073633220e+06,1.676100000e-03,1.292159748e+00,5.195805041e+00,1.170674360e+00,5.117628253e+00
7.098546004e+06,3.863430000e-03,1.292386641e+00,5.685509522e+00,1.223744586e+00,5.068722382e+00
7.096385687e+06,9.830040000e-03,1.289993794e+00,4.477506060e+00,2.882489799e+00,3.407826923e+00
7.499635565e+06,4.707210000e-02,1.289328824e+00,2.216829949e-01,2.091222094e+00,5.481953517e+00
7.140154022e+06,2.931000000e-03,1.292547211e+00,9.455530662e-01,3.241076421e+00,3.310362502e+00
7.093633476e+06,1.337148000e-02,1.291136985e+00,3.410670064e+00,1.133504083e-01,1.993733238e+00
7.386953143e+06,3.407160000e-02,1.293259305e+00,1.272835462e+00,2.993768502e+00,4.520736121e+00
7.151131643e+06,6.052050000e-03,1.292391876e+00,3.687561314e+00,4.698445545e+00,3.701935846e+00
7.414418920e+06,3.811045000e-02,1.292548956e+00,2.785969601e+00,5.586182834e+00,3.931729386e+00
6.880605613e+06,2.063300000e-03,1.291119531e+00,1.984650544e+00,5.110358956e+00,1.171112437e+00
7.370252627e+06,3.198916000e-02,1.293002742e+00,5.937236615e+00,1.605870463e+00,5.817191124e+00
7.091540402e+06,1.628540000e-03,1.291957290e+00,1.482323842e+00,2.943925389e+00,3.341933762e+00
6.993965182e+06,7.136600000e-04,1.291798465e+00,5.752512712e+00,4.751978284e+00,1.531837087e+00
7.255056394e+06,1.587081000e-02,1.292959108e+00,1.334337374e+00,1.699615588e+00,4.617085277e+00
7.148854287e+06,1.410910000e-02,1.293144113e+00,3.332084869e+00,3.558518651e+00,4.795051264e+00
6.939275007e+06,1.899350000e-03,1.291922383e+00,2.148535216e+00,3.882680398e+00,3.547299674e+00
7.128948379e+06,2.100200000e-03,1.292178946e+00,2.921234364e+00,4.137236669e+00,2.144442419e+00
